chrom	start	end	coverage	sample
NC_045512.2	11200	11400	52.15	SAMPLE2_PE
NC_045512.2	11400	11600	15.5	SAMPLE2_PE
NC_045512.2	11600	11800	29.13	SAMPLE2_PE
NC_045512.2	11800	12000	40.84	SAMPLE2_PE
NC_045512.2	12000	12200	67.38	SAMPLE2_PE
NC_045512.2	12200	12400	51.93	SAMPLE2_PE
NC_045512.2	12400	12600	39.06	SAMPLE2_PE
NC_045512.2	12600	12800	37.38	SAMPLE2_PE
NC_045512.2	12800	13000	38.75	SAMPLE2_PE
NC_045512.2	13000	13200	58.48	SAMPLE2_PE
NC_045512.2	13200	13400	52.23	SAMPLE2_PE
NC_045512.2	13400	13600	20.13	SAMPLE2_PE
NC_045512.2	13600	13800	59.12	SAMPLE2_PE
NC_045512.2	13800	14000	65.66	SAMPLE2_PE
NC_045512.2	14000	14200	101.7	SAMPLE2_PE
NC_045512.2	14200	14400	86.11	SAMPLE2_PE
NC_045512.2	14400	14600	71.96	SAMPLE2_PE
NC_045512.2	14600	14800	66.24	SAMPLE2_PE
NC_045512.2	14800	15000	70.28	SAMPLE2_PE
NC_045512.2	15000	15200	101.39	SAMPLE2_PE
NC_045512.2	15200	15400	65.04	SAMPLE2_PE
NC_045512.2	15400	15600	52.11	SAMPLE2_PE
NC_045512.2	15600	15800	77.94	SAMPLE2_PE
NC_045512.2	15800	16000	65.55	SAMPLE2_PE
NC_045512.2	16000	16200	71.94	SAMPLE2_PE
NC_045512.2	16200	16400	28.67	SAMPLE2_PE
NC_045512.2	16400	16600	18.09	SAMPLE2_PE
NC_045512.2	16600	16800	13.99	SAMPLE2_PE
NC_045512.2	16800	17000	30.58	SAMPLE2_PE
NC_045512.2	17000	17200	36.18	SAMPLE2_PE
NC_045512.2	17200	17400	45.35	SAMPLE2_PE
NC_045512.2	17400	17600	66.18	SAMPLE2_PE
NC_045512.2	17600	17800	61.79	SAMPLE2_PE
NC_045512.2	17800	18000	56.85	SAMPLE2_PE
NC_045512.2	18000	18200	53.87	SAMPLE2_PE
NC_045512.2	18200	18400	62.38	SAMPLE2_PE
NC_045512.2	18400	18600	77.34	SAMPLE2_PE
NC_045512.2	18600	18800	75.85	SAMPLE2_PE
NC_045512.2	18800	19000	66.92	SAMPLE2_PE
NC_045512.2	19000	19200	58.92	SAMPLE2_PE
NC_045512.2	19200	19400	13.53	SAMPLE2_PE
NC_045512.2	19400	19600	2.22	SAMPLE2_PE
NC_045512.2	19600	19800	6.61	SAMPLE2_PE
NC_045512.2	19800	20000	15.83	SAMPLE2_PE
NC_045512.2	20000	20200	21.36	SAMPLE2_PE
NC_045512.2	20200	20400	34.65	SAMPLE2_PE
NC_045512.2	20400	20600	26.07	SAMPLE2_PE
NC_045512.2	20600	20800	24.16	SAMPLE2_PE
NC_045512.2	20800	21000	36.32	SAMPLE2_PE
NC_045512.2	21000	21200	24.92	SAMPLE2_PE
NC_045512.2	21200	21400	1.95	SAMPLE2_PE
NC_045512.2	21400	21600	2.96	SAMPLE2_PE
NC_045512.2	21600	21800	27.21	SAMPLE2_PE
NC_045512.2	21800	22000	42.73	SAMPLE2_PE
NC_045512.2	22000	22200	29.14	SAMPLE2_PE
NC_045512.2	22200	22400	21.75	SAMPLE2_PE
NC_045512.2	22400	22600	12.52	SAMPLE2_PE
NC_045512.2	22600	22800	28.33	SAMPLE2_PE
NC_045512.2	22800	23000	18.41	SAMPLE2_PE
NC_045512.2	23000	23200	32.4	SAMPLE2_PE
NC_045512.2	23200	23400	122.16	SAMPLE2_PE
NC_045512.2	23400	23600	84.18	SAMPLE2_PE
NC_045512.2	23600	23800	63.76	SAMPLE2_PE
NC_045512.2	23800	24000	8.26	SAMPLE2_PE
NC_045512.2	24000	24200	12.65	SAMPLE2_PE
NC_045512.2	24200	24400	20.36	SAMPLE2_PE
NC_045512.2	24400	24600	36.76	SAMPLE2_PE
NC_045512.2	24600	24800	42.6	SAMPLE2_PE
NC_045512.2	24800	25000	45.83	SAMPLE2_PE
NC_045512.2	25000	25200	50.1	SAMPLE2_PE
NC_045512.2	25200	25400	48.98	SAMPLE2_PE
NC_045512.2	25400	25600	49.39	SAMPLE2_PE
NC_045512.2	25600	25800	8.41	SAMPLE2_PE
NC_045512.2	25800	26000	7.15	SAMPLE2_PE
NC_045512.2	26000	26200	28.56	SAMPLE2_PE
NC_045512.2	26200	26400	73	SAMPLE2_PE
NC_045512.2	26400	26600	65.56	SAMPLE2_PE
NC_045512.2	26600	26800	48.22	SAMPLE2_PE
NC_045512.2	26800	27000	55.37	SAMPLE2_PE
NC_045512.2	27000	27200	61.12	SAMPLE2_PE
NC_045512.2	27200	27400	82.19	SAMPLE2_PE
NC_045512.2	27400	27600	40.06	SAMPLE2_PE
NC_045512.2	27600	27800	2.16	SAMPLE2_PE
NC_045512.2	27800	28000	20.81	SAMPLE2_PE
NC_045512.2	28000	28200	33.32	SAMPLE2_PE
NC_045512.2	28200	28400	57.24	SAMPLE2_PE
NC_045512.2	28400	28600	29.05	SAMPLE2_PE
NC_045512.2	28600	28800	23.59	SAMPLE2_PE
NC_045512.2	28800	29000	28.98	SAMPLE2_PE
NC_045512.2	29000	29200	27.12	SAMPLE2_PE
NC_045512.2	29200	29400	21.95	SAMPLE2_PE
NC_045512.2	29400	29600	8.12	SAMPLE2_PE
NC_045512.2	29600	29800	2.13	SAMPLE2_PE
NC_045512.2	29800	29903	0	SAMPLE2_PE
