chrom	start	end	coverage	sample
NC_045512.2	8600	8800	5.6	SAMPLE1_PE
NC_045512.2	8800	9000	188.82	SAMPLE1_PE
NC_045512.2	9000	9200	608.58	SAMPLE1_PE
NC_045512.2	9200	9400	261.84	SAMPLE1_PE
NC_045512.2	9400	9600	200.1	SAMPLE1_PE
NC_045512.2	9600	9800	111.89	SAMPLE1_PE
NC_045512.2	9800	10000	269.39	SAMPLE1_PE
NC_045512.2	10000	10200	614.02	SAMPLE1_PE
NC_045512.2	10200	10400	1088.04	SAMPLE1_PE
NC_045512.2	10400	10600	242	SAMPLE1_PE
NC_045512.2	10600	10800	94.67	SAMPLE1_PE
NC_045512.2	10800	11000	128.57	SAMPLE1_PE
NC_045512.2	11000	11200	202.49	SAMPLE1_PE
NC_045512.2	11200	11400	218.44	SAMPLE1_PE
NC_045512.2	11400	11600	98.6	SAMPLE1_PE
NC_045512.2	11600	11800	179.34	SAMPLE1_PE
NC_045512.2	11800	12000	362.7	SAMPLE1_PE
NC_045512.2	12000	12200	721.34	SAMPLE1_PE
NC_045512.2	12200	12400	500.5	SAMPLE1_PE
NC_045512.2	12400	12600	283.16	SAMPLE1_PE
NC_045512.2	12600	12800	260.78	SAMPLE1_PE
NC_045512.2	12800	13000	198.75	SAMPLE1_PE
NC_045512.2	13000	13200	303.5	SAMPLE1_PE
NC_045512.2	13200	13400	279.02	SAMPLE1_PE
NC_045512.2	13400	13600	163.07	SAMPLE1_PE
NC_045512.2	13600	13800	429.8	SAMPLE1_PE
NC_045512.2	13800	14000	484.05	SAMPLE1_PE
NC_045512.2	14000	14200	871.95	SAMPLE1_PE
NC_045512.2	14200	14400	596.59	SAMPLE1_PE
NC_045512.2	14400	14600	506.7	SAMPLE1_PE
NC_045512.2	14600	14800	1109.13	SAMPLE1_PE
NC_045512.2	14800	15000	864.01	SAMPLE1_PE
NC_045512.2	15000	15200	1012.04	SAMPLE1_PE
NC_045512.2	15200	15400	350.3	SAMPLE1_PE
NC_045512.2	15400	15600	399.01	SAMPLE1_PE
NC_045512.2	15600	15800	750.3	SAMPLE1_PE
NC_045512.2	15800	16000	1070.67	SAMPLE1_PE
NC_045512.2	16000	16200	1294	SAMPLE1_PE
NC_045512.2	16200	16400	368.76	SAMPLE1_PE
NC_045512.2	16400	16600	240.86	SAMPLE1_PE
NC_045512.2	16600	16800	164	SAMPLE1_PE
NC_045512.2	16800	17000	442.44	SAMPLE1_PE
NC_045512.2	17000	17200	357.57	SAMPLE1_PE
NC_045512.2	17200	17400	302.55	SAMPLE1_PE
NC_045512.2	17400	17600	1603.01	SAMPLE1_PE
NC_045512.2	17600	17800	1355.54	SAMPLE1_PE
NC_045512.2	17800	18000	860.6	SAMPLE1_PE
NC_045512.2	18000	18200	413.6	SAMPLE1_PE
NC_045512.2	18200	18400	245.8	SAMPLE1_PE
NC_045512.2	18400	18600	156.07	SAMPLE1_PE
NC_045512.2	18600	18800	381.39	SAMPLE1_PE
NC_045512.2	18800	19000	383.74	SAMPLE1_PE
NC_045512.2	19000	19200	325.62	SAMPLE1_PE
NC_045512.2	19200	19400	103.61	SAMPLE1_PE
NC_045512.2	19400	19600	62.63	SAMPLE1_PE
NC_045512.2	19600	19800	149.45	SAMPLE1_PE
NC_045512.2	19800	20000	171.77	SAMPLE1_PE
NC_045512.2	20000	20200	181.25	SAMPLE1_PE
NC_045512.2	20200	20400	515.06	SAMPLE1_PE
NC_045512.2	20400	20600	616.18	SAMPLE1_PE
NC_045512.2	20600	20800	1046.99	SAMPLE1_PE
NC_045512.2	20800	21000	471.68	SAMPLE1_PE
NC_045512.2	21000	21200	202.82	SAMPLE1_PE
NC_045512.2	21200	21400	20.28	SAMPLE1_PE
NC_045512.2	21400	21600	49.79	SAMPLE1_PE
NC_045512.2	21600	21800	613.45	SAMPLE1_PE
NC_045512.2	21800	22000	1159.12	SAMPLE1_PE
NC_045512.2	22000	22200	592.17	SAMPLE1_PE
NC_045512.2	22200	22400	355.97	SAMPLE1_PE
NC_045512.2	22400	22600	120.3	SAMPLE1_PE
NC_045512.2	22600	22800	415.08	SAMPLE1_PE
NC_045512.2	22800	23000	136.01	SAMPLE1_PE
NC_045512.2	23000	23200	188.44	SAMPLE1_PE
NC_045512.2	23200	23400	824.97	SAMPLE1_PE
NC_045512.2	23400	23600	370.29	SAMPLE1_PE
NC_045512.2	23600	23800	316.4	SAMPLE1_PE
NC_045512.2	23800	24000	54.47	SAMPLE1_PE
NC_045512.2	24000	24200	75.79	SAMPLE1_PE
NC_045512.2	24200	24400	147.03	SAMPLE1_PE
NC_045512.2	24400	24600	128.91	SAMPLE1_PE
NC_045512.2	24600	24800	178.89	SAMPLE1_PE
NC_045512.2	24800	25000	265.28	SAMPLE1_PE
NC_045512.2	25000	25200	227.02	SAMPLE1_PE
NC_045512.2	25200	25400	264.03	SAMPLE1_PE
NC_045512.2	25400	25600	381.13	SAMPLE1_PE
NC_045512.2	25600	25800	76.32	SAMPLE1_PE
NC_045512.2	25800	26000	72.96	SAMPLE1_PE
NC_045512.2	26000	26200	214.37	SAMPLE1_PE
NC_045512.2	26200	26400	1518.6	SAMPLE1_PE
NC_045512.2	26400	26600	1435.75	SAMPLE1_PE
NC_045512.2	26600	26800	452.42	SAMPLE1_PE
NC_045512.2	26800	27000	849.27	SAMPLE1_PE
NC_045512.2	27000	27200	1201.88	SAMPLE1_PE
NC_045512.2	27200	27400	1443.14	SAMPLE1_PE
NC_045512.2	27400	27600	645.51	SAMPLE1_PE
NC_045512.2	27600	27800	37.39	SAMPLE1_PE
NC_045512.2	27800	28000	350.76	SAMPLE1_PE
NC_045512.2	28000	28200	493.65	SAMPLE1_PE
NC_045512.2	28200	28400	810.39	SAMPLE1_PE
NC_045512.2	28400	28600	216.36	SAMPLE1_PE
NC_045512.2	28600	28800	281.64	SAMPLE1_PE
NC_045512.2	28800	29000	589.31	SAMPLE1_PE
NC_045512.2	29000	29200	413.62	SAMPLE1_PE
NC_045512.2	29200	29400	310.63	SAMPLE1_PE
NC_045512.2	29400	29600	128.46	SAMPLE1_PE
NC_045512.2	29600	29800	26.25	SAMPLE1_PE
NC_045512.2	29800	29903	1.05	SAMPLE1_PE
